SR3 の実験結果
入力値 x の範囲: 1 ~ 50000
1, 1
2, 1
3, 0
4, 0
5, 1
6, 0
7, 0
8, 0
9, 0
10, 0
11, 0
12, 1
13, 0
14, 0
15, 1
16, 0
17, 0
18, 0
19, 1
20, 0
21, 0
22, 0
23, 1
24, 0
25, 0
26, 0
27, 0
28, 1
29, 0
30, 0
31, 0
32, 0
33, 0
34, 0
35, 0
36, 0
37, 0
38, 0
39, 0
40, 0
41, 1
42, 0
43, 0
44, 1
45, 0
46, 0
47, 1
48, 0
49, 0
50, 2
51, 0
52, 0
53, 0
54, 0
55, 0
56, 0
57, 0
58, 0
59, 0
60, 1
61, 0
62, 1
63, 1
64, 0
65, 0
66, 1
67, 0
68, 0
69, 2
70, 0
71, 0
72, 0
73, 0
74, 0
75, 0
76, 0
77, 0
78, 0
79, 1
80, 0
81, 1
82, 0
83, 0
84, 0
85, 1
86, 1
87, 0
88, 0
89, 1
90, 0
91, 0
92, 0
93, 0
94, 0
95, 0
96, 0
97, 0
98, 0
99, 1
100, 0
101, 0
102, 1
103, 0
104, 0
105, 0
106, 1
107, 0
108, 0
109, 1
110, 1
111, 0
112, 1
113, 0
114, 1
115, 0
116, 0
117, 0
118, 0
119, 0
120, 0
121, 0
122, 1
123, 0
124, 0
125, 0
126, 0
127, 0
128, 0
129, 0
130, 0
131, 0
132, 0
133, 0
134, 0
135, 0
136, 0
137, 0
138, 1
139, 1
140, 0
141, 1
142, 0
143, 0
144, 1
145, 0
146, 0
147, 0
148, 0
149, 0
150, 0
151, 2
152, 0
153, 0
154, 0
155, 1
156, 0
157, 0
158, 0
159, 1
160, 0
161, 0
162, 0
163, 1
164, 1
165, 0
166, 0
167, 1
168, 1
169, 0
170, 0
171, 0
172, 0
173, 0
174, 0
175, 0
176, 1
177, 1
178, 0
179, 0
180, 2
181, 0
182, 0
183, 0
184, 0
185, 0
186, 0
187, 0
188, 0
189, 0
190, 0
191, 0
192, 0
193, 1
194, 0
195, 0
196, 1
197, 0
198, 0
199, 1
200, 0
201, 1
202, 0
203, 1
204, 0
205, 1
206, 1
207, 0
208, 0
209, 1
210, 0
211, 0
212, 0
213, 0
214, 0
215, 0
216, 1
217, 1
218, 0
219, 1
220, 0
221, 0
222, 1
223, 0
224, 0
225, 0
226, 0
227, 0
228, 0
229, 0
230, 0
231, 0
232, 1
233, 0
234, 1
235, 0
236, 0
237, 0
238, 1
239, 0
240, 0
241, 0
242, 1
243, 0
244, 0
245, 1
246, 0
247, 0
248, 0
249, 0
250, 0
251, 0
252, 0
253, 0
254, 1
255, 1
256, 0
257, 0
258, 0
259, 0
260, 0
261, 0
262, 0
263, 0
264, 0
265, 0
266, 0
267, 0
268, 1
269, 1
270, 0
271, 1
272, 0
273, 0
274, 1
275, 0
276, 0
277, 0
278, 0
279, 0
280, 0
281, 1
282, 0
283, 0
284, 0
285, 0
286, 0
287, 0
288, 1
289, 0
290, 0
291, 1
292, 0
293, 0
294, 1
295, 0
296, 0
297, 0
298, 1
299, 0
300, 0
301, 1
302, 0
303, 0
304, 1
305, 0
306, 0
307, 1
308, 0
309, 0
310, 0
311, 1
312, 0
313, 0
314, 0
315, 1
316, 0
317, 0
318, 0
319, 1
320, 1
321, 0
322, 0
323, 2
324, 0
325, 0
326, 0
327, 0
328, 0
329, 0
330, 0
331, 0
332, 0
333, 1
334, 0
335, 0
336, 1
337, 0
338, 0
339, 0
340, 1
341, 0
342, 0
343, 0
344, 1
345, 0
346, 1
347, 0
348, 0
349, 1
350, 0
351, 0
352, 1
353, 0
354, 0
355, 1
356, 0
357, 0
358, 0
359, 0
360, 0
361, 1
362, 0
363, 0
364, 0
365, 2
366, 0
367, 0
368, 1
369, 1
370, 0
371, 1
372, 0
373, 0
374, 0
375, 0
376, 0
377, 0
378, 1
379, 0
380, 0
381, 1
382, 0
383, 0
384, 0
385, 0
386, 0
387, 0
388, 0
389, 0
390, 1
391, 0
392, 0
393, 0
394, 2
395, 0
396, 0
397, 1
398, 1
399, 0
400, 0
401, 0
402, 0
403, 1
404, 0
405, 0
406, 0
407, 1
408, 0
409, 0
410, 1
411, 1
412, 0
413, 0
414, 0
415, 1
416, 0
417, 0
418, 0
419, 0
420, 1
421, 0
422, 0
423, 2
424, 0
425, 0
426, 1
427, 1
428, 0
429, 0
430, 0
431, 0
432, 0
433, 1
434, 0
435, 0
436, 1
437, 0
438, 0
439, 0
440, 0
441, 0
442, 0
443, 1
444, 0
445, 0
446, 1
447, 0
448, 0
449, 0
450, 0
451, 0
452, 0
453, 1
454, 0
455, 0
456, 1
457, 0
458, 0
459, 1
460, 0
461, 0
462, 1
463, 0
464, 0
465, 0
466, 0
467, 0
468, 1
469, 0
470, 0
471, 0
472, 2
473, 0
474, 0
475, 1
476, 1
